arbID,Zoning District
3723, "R5
3724, "R3
3725, "R
3726, "R7
3727, "M1-
3728, "R2
3729, "R5
3730, "R4
3731, "R
3732, "R3-
3733, "M1-
3734, "R
3735, "R3
3736, "R
3737, "R3-
3738, "R
3739, "R
3740, "R3
3741, "PAR
3742, "R6
3743, "R3-
3744, "C8-
3745, "R4-
3746, "M1-
3747, "M1-2/R5
3748, "R
3749, "R
3750, "R3
3751, "M1-6/R1
3752, "M3-
3753, "R3
3754, "M1-
3755, "R2
3756, "R4
3757, "R4-
3758, "R4
3759, "R5
3760, "R7
3761, "R6
3762, "C4-5
3763, "R
3764, "R6
3765, "R3-
3766, "M1-
3767, "R3-
3768, "R3
3769, "R4-
3770, "R2
3771, "R4-
3772, "R4
3773, "R2
3774, "R4-
3775, "R3-
3776, "R7
3777, "C6-
3778, "C4-
3779, "M1-4/R6
3780, "R3
3781, "M1-
3782, "R
3783, "R7
3784, "R
3785, "R4-
3786, "PAR
3787, "R
3788, "R
3789, "R6
3790, "R6
3791, "R4-
3792, "R5
3793, "M3-
3794, "M1-
3795, "C4-
3796, "C5-
3797, "R6
3798, "R5
3799, "R
3800, "R3
3801, "C4-
3802, "M1-
3803, "R4
3804, "R5
3805, "R4-
3806, "R4-
3807, "R2
3808, "R5
3809, "R1-
3810, "R5
3811, "R
3812, "C6-
3813, "R3-
3814, "R
3815, "C8-
3816, "R6
3817, "C4-3
3818, "C4-
3819, "R3
3820, "C8-
3821, "R5
3822, "R3
3823, "R
3824, "R
3825, "M1-
3826, "PAR
3827, "R3
3828, "R
3829, "R3
3830, "PAR
3831, "R3-
3832, "R4-
3833, "R
3834, "R3
3835, "R
3836, "R
3837, "PAR
3838, "R4
3839, "R3-
3840, "R4-
3841, "M3-
3842, "PAR
3843, "PAR
3844, "M1-3/R7
3845, "M1-
3846, "R6
3847, "R6
3848, "R3-
3849, "R3-
3850, "R7-
3851, "R
3852, "R
3853, "R6
3854, "PAR
3855, "M1-
3856, "R
3857, "M1-
3858, "R5
3859, "R4
3860, "R
3861, "R3
3862, "M1-
3863, "R5
3864, "R5
3865, "R3-
3866, "R
3867, "R3-
3868, "R7-
3869, "R4
3870, "R3-
3871, "R3-
3872, "R
3873, "R
3874, "R
3875, "M1-
3876, "R4-
3877, "R6
3878, "R
3879, "R7-
3880, "R7-
3881, "R8
3882, "R5
3883, "R5
3884, "R
3885, "R4-
3886, "R3
3887, "R4
3888, "C
3889, "PAR
3890, "R6
3891, "M1-
3892, "R
3893, "R
3894, "R3-
3895, "R
3896, "R
3897, "R7-
3898, "C4-
3899, "R5
3900, "R5
3901, "R
3902, "R4-
3903, "M1-
3904, "M2-
3905, "R
3906, "C8-
3907, "R3-
3908, "PAR
3909, "R1-2
3910, "R4
3911, "R
3912, "R4
3913, "R
3914, "R4
3915, "R
3916, "R5
3917, "R
3918, "R3
3919, "R3-
3920, "R5
3921, "R3
3922, "R
3923, "R3-
3924, "M1-4/R7
3925, "M1-
3926, "R
3927, "R
3928, "R4
3929, "R3-
3930, "R
3931, "R4
3932, "M1-
3933, "PAR
3934, "R5
3935, "R6
3936, "R
3937, "R
3938, "R3-
3939, "R3-
3940, "C4-4
3941, "R4
3942, "R4
3943, "C8-
3944, "R4-
3945, "R
3946, "R7-
3947, "PAR
3948, "R6
3949, "R4
3950, "R
3951, "R
3952, "M1-
3953, "R3-
3954, "R
3955, "R4
3956, "R3-
3957, "R5
3958, "M1-
3959, "R
3960, "R3
3961, "R
3962, "R6
3963, "R3-
3964, "R
3965, "R
3966, "R4
3967, "PAR
3968, "C8-
3969, "M3-
3970, "R
3971, "PAR
3972, "R4-
3973, "R6
3974, "R
3975, "R4-
3976, "R1-
3977, "R3
3978, "R5
3979, "M1-5/R7
3980, "R4-
3981, "R4
3982, "R5
3983, "PAR
3984, "R4
3985, "R
3986, "PAR
3987, "PAR
3988, "R
3989, "M2-
3990, "PAR
3991, "M1-
3992, "R5
3993, "R4-
3994, "R
3995, "R
3996, "R5
3997, "R6
3998, "R
3999, "C4-
4000, "R5
